date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:33:31	42945/42945	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-a7c1%22	https://html.crumina.net/puzzler/16_standard_news_with_sidebar.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/16_standard_news_with_sidebar.html	(from https://html.crumina.net/puzzler/index.html)
11:33:31	53064/53064	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-cf48%22	https://html.crumina.net/puzzler/17_news_details_standard.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/17_news_details_standard.html	(from https://html.crumina.net/puzzler/index.html)
11:33:31	51656/51656	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-c9c8%22	https://html.crumina.net/puzzler/18_news_details_gallery.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/18_news_details_gallery.html	(from https://html.crumina.net/puzzler/index.html)
11:33:31	52918/52918	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-ceb6%22	https://html.crumina.net/puzzler/19_news_details_with_video.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/19_news_details_with_video.html	(from https://html.crumina.net/puzzler/index.html)
11:33:32	28678/28678	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-7006%22	https://html.crumina.net/puzzler/14_pricing_plan.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/14_pricing_plan.html	(from https://html.crumina.net/puzzler/index.html)
11:33:32	32952/32952	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-80b8%22	https://html.crumina.net/puzzler/20_contacts.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/20_contacts.html	(from https://html.crumina.net/puzzler/index.html)
11:33:32	33026/33026	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-8102%22	https://html.crumina.net/puzzler/21_send_message.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/21_send_message.html	(from https://html.crumina.net/puzzler/index.html)
11:33:32	6981/6981	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-1b45%22	https://html.crumina.net/puzzler/23_coming_soon.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/23_coming_soon.html	(from https://html.crumina.net/puzzler/index.html)
11:33:33	23931/23931	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-5d7b%22	https://html.crumina.net/puzzler/22_404.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/22_404.html	(from https://html.crumina.net/puzzler/index.html)
11:33:33	25036/25036	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-61cc%22	https://html.crumina.net/puzzler/41_sign_up.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/41_sign_up.html	(from https://html.crumina.net/puzzler/index.html)
11:33:33	25044/25044	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-61d4%22	https://html.crumina.net/puzzler/40_login.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/40_login.html	(from https://html.crumina.net/puzzler/index.html)
11:33:33	35610/35610	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-8b1a%22	https://html.crumina.net/puzzler/33_classic_accordions.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/33_classic_accordions.html	(from https://html.crumina.net/puzzler/index.html)
11:33:34	37877/37877	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-93f5%22	https://html.crumina.net/puzzler/34_classic_button_styles.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/34_classic_button_styles.html	(from https://html.crumina.net/puzzler/index.html)
11:33:34	31676/31676	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-7bbc%22	https://html.crumina.net/puzzler/35_classic_forms.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/35_classic_forms.html	(from https://html.crumina.net/puzzler/index.html)
11:33:34	60422/60422	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-ec06%22	https://html.crumina.net/puzzler/36_classic_icon_with_text.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/36_classic_icon_with_text.html	(from https://html.crumina.net/puzzler/index.html)
11:33:34	24797/24797	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-60dd%22	https://html.crumina.net/puzzler/38_classic_link_styles.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/38_classic_link_styles.html	(from https://html.crumina.net/puzzler/index.html)
11:33:34	43374/43374	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-a96e%22	https://html.crumina.net/puzzler/37_classic_tab_styles.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/37_classic_tab_styles.html	(from https://html.crumina.net/puzzler/index.html)
11:33:35	32134/32134	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-7d86%22	https://html.crumina.net/puzzler/29_typography_heading_styles.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/29_typography_heading_styles.html	(from https://html.crumina.net/puzzler/index.html)
11:33:35	23282/23282	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-5af2%22	https://html.crumina.net/puzzler/30_typography_highlights.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/30_typography_highlights.html	(from https://html.crumina.net/puzzler/index.html)
11:33:35	24800/24800	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-60e0%22	https://html.crumina.net/puzzler/32_typography_blockquotes.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/32_typography_blockquotes.html	(from https://html.crumina.net/puzzler/index.html)
11:33:35	27399/27399	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-6b07%22	https://html.crumina.net/puzzler/28_typography_columns.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/28_typography_columns.html	(from https://html.crumina.net/puzzler/index.html)
11:33:36	23102/23102	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-5a3e%22	https://html.crumina.net/puzzler/31_typography_lists.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/31_typography_lists.html	(from https://html.crumina.net/puzzler/index.html)
11:33:36	24380/24380	---MCZ	200	added ('OK')	text/html	etag:W/%22602c0899-5f3c%22	https://html.crumina.net/puzzler/43_typography-icons.html	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/43_typography-icons.html	(from https://html.crumina.net/puzzler/index.html)
11:33:36	40914/40914	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22602c0892-9fd2%22	https://html.crumina.net/puzzler/img/svg/01_team.svg	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/svg/01_team.svg	(from https://html.crumina.net/puzzler/index.html)
11:33:36	17874/17874	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22602c0892-45d2%22	https://html.crumina.net/puzzler/img/svg/03_freelancer.svg	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/svg/03_freelancer.svg	(from https://html.crumina.net/puzzler/index.html)
11:33:36	15379/15379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22602c0892-3c13%22	https://html.crumina.net/puzzler/img/svg/04_employer.svg	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/svg/04_employer.svg	(from https://html.crumina.net/puzzler/index.html)
11:33:37	6215/6215	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22602c0892-1847%22	https://html.crumina.net/puzzler/img/svg/11_employer_dark_tab.svg	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/svg/11_employer_dark_tab.svg	(from https://html.crumina.net/puzzler/index.html)
11:33:37	6298/6298	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22602c0892-189a%22	https://html.crumina.net/puzzler/img/svg/12_employer_white_tab.svg	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/svg/12_employer_white_tab.svg	(from https://html.crumina.net/puzzler/index.html)
11:33:37	2922/2922	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22602c0892-b6a%22	https://html.crumina.net/puzzler/img/svg/09_freelancer_dark_tab.svg	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/svg/09_freelancer_dark_tab.svg	(from https://html.crumina.net/puzzler/index.html)
11:33:37	2860/2860	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22602c0892-b2c%22	https://html.crumina.net/puzzler/img/svg/10_freelancer_white_tab.svg	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/svg/10_freelancer_white_tab.svg	(from https://html.crumina.net/puzzler/index.html)
11:33:38	1887/1887	---M--	200	added ('OK')	image/png	etag:%22602c0892-75f%22	https://html.crumina.net/puzzler/img/client2.png	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/client2.png	(from https://html.crumina.net/puzzler/index.html)
11:33:38	1772/1772	---M--	200	added ('OK')	image/png	etag:%22602c0892-6ec%22	https://html.crumina.net/puzzler/img/client3.png	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/client3.png	(from https://html.crumina.net/puzzler/index.html)
11:33:38	2784/2784	---M--	200	added ('OK')	image/png	etag:%22602c0892-ae0%22	https://html.crumina.net/puzzler/img/client4.png	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/client4.png	(from https://html.crumina.net/puzzler/index.html)
11:33:38	3227/3227	---M--	200	added ('OK')	image/png	etag:%22602c0892-c9b%22	https://html.crumina.net/puzzler/img/client5.png	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/client5.png	(from https://html.crumina.net/puzzler/index.html)
11:33:38	2074/2074	---M--	200	added ('OK')	image/png	etag:%22602c0892-81a%22	https://html.crumina.net/puzzler/img/client6.png	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/client6.png	(from https://html.crumina.net/puzzler/index.html)
11:33:39	3394/3394	---M--	200	added ('OK')	image/png	etag:%22602c0892-d42%22	https://html.crumina.net/puzzler/img/client7.png	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/client7.png	(from https://html.crumina.net/puzzler/index.html)
11:33:39	3706/3706	---M--	200	added ('OK')	image/jpeg	etag:%22602c0892-e7a%22	https://html.crumina.net/puzzler/img/author2.jpg	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/author2.jpg	(from https://html.crumina.net/puzzler/index.html)
11:33:39	5824/5824	---M--	200	added ('OK')	image/jpeg	etag:%22602c0892-16c0%22	https://html.crumina.net/puzzler/img/author3.jpg	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/author3.jpg	(from https://html.crumina.net/puzzler/index.html)
11:33:39	25112/25112	---M--	200	added ('OK')	image/png	etag:%22602c0892-6218%22	https://html.crumina.net/puzzler/img/iphone.png	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/iphone.png	(from https://html.crumina.net/puzzler/index.html)
11:33:40	3562/3562	---M--	200	added ('OK')	image/jpeg	etag:%22602c0892-dea%22	https://html.crumina.net/puzzler/img/author6.jpg	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/author6.jpg	(from https://html.crumina.net/puzzler/index.html)
11:33:40	3441/3441	---M--	200	added ('OK')	image/jpeg	etag:%22602c0892-d71%22	https://html.crumina.net/puzzler/img/author1.jpg	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/author1.jpg	(from https://html.crumina.net/puzzler/index.html)
11:33:40	4070/4070	---M--	200	added ('OK')	image/jpeg	etag:%22602c0892-fe6%22	https://html.crumina.net/puzzler/img/author7.jpg	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/author7.jpg	(from https://html.crumina.net/puzzler/index.html)
11:33:41	61534/61534	---M--	200	added ('OK')	image/jpeg	etag:%22602c0892-f05e%22	https://html.crumina.net/puzzler/img/post1.jpg	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/post1.jpg	(from https://html.crumina.net/puzzler/index.html)
11:33:41	26243/26243	---M--	200	added ('OK')	image/jpeg	etag:%22602c0892-6683%22	https://html.crumina.net/puzzler/img/post2.jpg	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/img/post2.jpg	(from https://html.crumina.net/puzzler/index.html)
11:33:41	271751/271751	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-42587%22	https://html.crumina.net/puzzler/js/jquery.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/jquery.js	(from https://html.crumina.net/puzzler/index.html)
11:33:41	217110/217110	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-35016%22	https://html.crumina.net/puzzler/js/Bootstrap/bootstrap.bundle.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/Bootstrap/bootstrap.bundle.js	(from https://html.crumina.net/puzzler/index.html)
11:33:41	10197/10197	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-27d5%22	https://html.crumina.net/puzzler/js/js-plugins/crum-mega-menu.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/js-plugins/crum-mega-menu.js	(from https://html.crumina.net/puzzler/index.html)
11:33:42	198598/198598	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-307c6%22	https://html.crumina.net/puzzler/js/js-plugins/froala_editor.min.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/js-plugins/froala_editor.min.js	(from https://html.crumina.net/puzzler/index.html)
11:33:42	13498/13498	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-34ba%22	https://html.crumina.net/puzzler/js/js-plugins/imagesLoaded.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/js-plugins/imagesLoaded.js	(from https://html.crumina.net/puzzler/index.html)
11:33:42	35515/35515	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-8abb%22	https://html.crumina.net/puzzler/js/js-plugins/isotope.pkgd.min.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/js-plugins/isotope.pkgd.min.js	(from https://html.crumina.net/puzzler/index.html)
11:33:42	41730/41730	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-a302%22	https://html.crumina.net/puzzler/js/js-plugins/jquery.magnific-popup.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/js-plugins/jquery.magnific-popup.js	(from https://html.crumina.net/puzzler/index.html)
11:33:42	11701/11701	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-2db5%22	https://html.crumina.net/puzzler/js/js-plugins/jquery.matchHeight.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/js-plugins/jquery.matchHeight.js	(from https://html.crumina.net/puzzler/index.html)
11:33:43	141125/141125	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-22745%22	https://html.crumina.net/puzzler/js/js-plugins/leaflet.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/js-plugins/leaflet.js	(from https://html.crumina.net/puzzler/index.html)
11:33:43	79459/79459	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-13663%22	https://html.crumina.net/puzzler/js/js-plugins/MarkerClusterGroup.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/js-plugins/MarkerClusterGroup.js	(from https://html.crumina.net/puzzler/index.html)
11:33:43	157717/157717	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-26815%22	https://html.crumina.net/puzzler/js/js-plugins/select2.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/js-plugins/select2.js	(from https://html.crumina.net/puzzler/index.html)
11:33:43	18170/18170	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-46fa%22	https://html.crumina.net/puzzler/js/js-plugins/smooth-scroll.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/js-plugins/smooth-scroll.js	(from https://html.crumina.net/puzzler/index.html)
11:33:44	244167/244167	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-3b9c7%22	https://html.crumina.net/puzzler/js/js-plugins/swiper.min.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/js-plugins/swiper.min.js	(from https://html.crumina.net/puzzler/index.html)
11:33:44	35035/35035	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-88db%22	https://html.crumina.net/puzzler/js/js-plugins/TimeCircles.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/js-plugins/TimeCircles.js	(from https://html.crumina.net/puzzler/index.html)
11:33:44	3331/3331	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-d03%22	https://html.crumina.net/puzzler/js/js-plugins/ajax-pagination.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/js-plugins/ajax-pagination.js	(from https://html.crumina.net/puzzler/index.html)
11:33:44	4679/4679	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-1247%22	https://html.crumina.net/puzzler/js/js-plugins/segment.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/js-plugins/segment.js	(from https://html.crumina.net/puzzler/index.html)
11:33:45	25527/25527	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-63b7%22	https://html.crumina.net/puzzler/js/js-plugins/sticky-sidebar.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/js-plugins/sticky-sidebar.js	(from https://html.crumina.net/puzzler/index.html)
11:33:45	23913/23913	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-5d69%22	https://html.crumina.net/puzzler/js/main.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/js/main.js	(from https://html.crumina.net/puzzler/index.html)
11:33:45	118792/118792	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22602c0899-1d008%22	https://html.crumina.net/puzzler/fonts/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/fonts/webfonts/fa-brands-400.eot	(from https://html.crumina.net/puzzler/css/font-awesome.css)
11:33:46	2976565/2976565	---MCZ	200	added ('OK')	text/javascript	etag:W/%22602c0899-2d6b35%22	https://html.crumina.net/puzzler/fonts/fontawesome-all.js	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/fonts/fontawesome-all.js	(from https://html.crumina.net/puzzler/index.html)
11:33:46	65384/65384	---M--	200	added ('OK')	font/woff2	etag:%22602c0899-ff68%22	https://html.crumina.net/puzzler/fonts/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/fonts/webfonts/fa-brands-400.woff2	(from https://html.crumina.net/puzzler/css/font-awesome.css)
11:33:47	118792/118792	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22602c0899-1d008%22	https://html.crumina.net/puzzler/fonts/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/fonts/webfonts/fa-brands-400d41d.eot	(from https://html.crumina.net/puzzler/css/font-awesome.css)
11:33:47	76444/76444	---M--	200	added ('OK')	font/woff	etag:%22602c0899-12a9c%22	https://html.crumina.net/puzzler/fonts/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/fonts/webfonts/fa-brands-400.woff	(from https://html.crumina.net/puzzler/css/font-awesome.css)
11:33:47	118556/118556	---M--	200	added ('OK')	application/octet-stream	etag:%22602c0892-1cf1c%22	https://html.crumina.net/puzzler/fonts/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/fonts/webfonts/fa-brands-400.ttf	(from https://html.crumina.net/puzzler/css/font-awesome.css)
11:33:48	649154/649154	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22602c0892-9e7c2%22	https://html.crumina.net/puzzler/fonts/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/fonts/webfonts/fa-brands-400.svg	(from https://html.crumina.net/puzzler/css/font-awesome.css)
11:33:48	337040/337040	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22602c0899-52490%22	https://html.crumina.net/puzzler/fonts/webfonts/fa-light-300.eot	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/fonts/webfonts/fa-light-300.eot	(from https://html.crumina.net/puzzler/css/font-awesome.css)
11:33:48	337040/337040	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22602c0899-52490%22	https://html.crumina.net/puzzler/fonts/webfonts/fa-light-300.eot?	C:/My%20Web%20Sites/yesLiving/yesLiving/html.crumina.net/puzzler/fonts/webfonts/fa-light-300d41d.eot	(from https://html.crumina.net/puzzler/css/font-awesome.css)
